check_ssl,qty_redirects,url_shortened,favicon,dns_record,iFrame,rightClick,onmouseover,check_URL_of_anchor,sfh,double_slash,qty_dot_url,qty_hyphen_url,qty_questionmark_url,qty_at_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,TLD_length,TLD count,URL_length,email_in_url,word_script_in_url,check_https_in_url,qty_dot_domain,qty_hyphen_domain,count_vowels,Domain_length,Ip_in_domain,Client_or_Server_in_domain,check_age_of_domain,days_till_expiration_domain,qty_dot_directory,qty_hyphen_directory,qty_at_directory,qty_slash_directory,qty_percent_directory,directory_length,qty_dot_File,qty_hyphen_File,qty_at_File,qty_percent_File,File_length,qty_dot_params,qty_hyphen_params,qty_at_params,qty_underline_params,qty_hashtag_params,qty_dollar_params,qty_percent_params,params_length,tld_params,count_params,cookie,strict_trans_sec,a_tags_count,form_tags_count,email_tags_count,pass_tags_count,hidden_tags_count,actions_tags_count,signin_tags_count,signup_tags_count,phishing
17,17,0,0,0,0,0,0,0,0,0.0,0,0,2,1,0,0,0,0,0,3,1,54,0,0,0,1,0,6,16,0,0,0,-1,0,1,0,3,0,23,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,1,0,0,0,0,0,0,0,0.0,0,0,1,6,0,0,0,0,0,3,1,71,0,0,1,1,0,4,11,0,0,7954,50,0,6,0,2,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,1,0,0,0,0,0,0,0,-1.0,0,0,2,2,1,0,0,0,0,3,1,63,0,0,1,2,0,5,19,0,0,5749,105,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,11,0,1,1,0,47,2,2,1,0,2,0,0,0
20,20,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,2,1,25,0,0,1,1,0,3,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
21,21,1,0,0,0,0,0,0,0,-1.0,0,0,2,13,0,0,0,0,0,3,1,132,0,0,1,2,0,6,20,0,0,0,446,0,13,0,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,265,2,5,0,0,1,0,0,0
22,22,1,0,0,1,0,0,0,0,0.4,0,0,14,0,2,0,0,1,9,2,1,273,0,0,0,1,0,3,8,0,0,0,38,0,0,0,0,0,0,1,0,0,0,9,12,0,0,0,0,1,1,231,1,14,0,0,5,1,0,2,0,0,2,0,1
23,23,1,0,1,0,0,0,0,0,0.0496453900709219,0,0,3,10,0,0,0,0,0,5,2,161,0,0,1,3,0,3,14,0,0,0,269,0,10,0,5,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141,1,0,0,0,0,0,1,0
24,24,1,0,0,0,0,0,0,0,0.0670926517571885,0,0,1,0,0,0,0,0,0,3,1,42,0,0,1,1,0,6,17,0,0,0,132,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,313,4,0,0,0,0,0,0,0
25,25,1,0,0,1,0,0,1,0,0.0757575757575757,0,0,2,2,0,0,0,0,0,3,1,52,0,0,1,2,0,6,22,0,0,0,79,0,2,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,4,5,0,0,4,0,2,0
26,26,1,0,0,0,0,1,0,0,-1.0,0,0,2,4,0,0,0,0,0,3,1,65,0,0,1,2,0,6,23,0,0,0,134,0,4,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126,1,3,0,0,2,0,0,0
27,27,1,0,0,1,0,0,0,0,0.0052631578947368,0,0,2,9,0,0,0,0,0,3,1,90,0,0,1,2,0,1,11,0,0,9632,208,0,8,0,4,0,60,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,190,1,0,0,0,0,0,0,0
28,28,0,0,0,0,0,0,0,0,0.0,0,0,1,24,0,0,0,0,0,3,1,193,0,0,0,1,0,5,13,0,0,0,-1,0,24,0,1,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,29,1,0,0,0,0,0,0,0,0.0,0,0,1,4,0,0,0,0,0,3,1,82,0,0,1,1,0,8,22,0,0,8903,111,0,2,0,2,0,28,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,1,0,1,1,0,0,0,0,0.0,0,0,2,4,1,0,0,0,6,3,1,125,0,0,1,2,0,7,21,0,0,0,129,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,6,90,0,3,1,1,0,0,0,0,1,1,0,0,0
31,31,1,0,0,0,0,0,1,0,0.0238095238095238,0,0,2,0,0,0,0,0,0,2,1,41,0,0,1,2,0,7,18,0,0,0,387,0,0,0,1,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,168,2,1,0,1,2,0,0,0
32,32,1,0,0,0,0,0,0,0,-1.0,0,0,2,4,0,0,0,0,0,2,1,81,0,0,1,2,1,4,21,0,0,0,440,0,3,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,191,1,0,0,0,0,0,0,0
33,33,1,2,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,3,1,47,0,0,1,1,0,2,9,0,0,0,352,0,0,0,2,0,17,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,34,1,0,0,0,0,0,0,0,0.0144927536231884,0,0,1,0,0,0,0,0,0,3,1,42,0,0,0,1,0,5,13,0,0,0,294,0,0,0,2,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,69,0,0,0,0,2,1,0,0
35,35,1,0,0,0,0,0,0,0,0.1428571428571428,0,0,2,4,0,0,0,0,0,3,1,57,0,0,1,2,0,5,14,0,0,0,183,0,0,0,2,0,8,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,1,1,70,3,3,4,0,2,0,0,0
36,36,1,0,0,0,0,0,0,0,-1.0,0,0,2,1,0,0,0,0,0,3,1,34,0,0,0,1,0,4,13,0,0,6131,145,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,0,0,0,0,1,0
37,37,1,0,1,0,0,0,0,0,0.0921052631578947,0,0,2,6,0,0,0,0,0,3,1,102,0,0,1,2,0,5,20,0,0,0,207,0,6,0,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,0,0,2,3,0,0,0
38,38,1,0,0,0,0,0,0,0,1.0,0,0,2,0,0,0,0,0,0,6,2,42,0,0,1,2,0,6,15,0,0,0,308,0,0,0,2,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
39,39,1,0,0,0,0,0,0,0,-1.0,0,0,3,0,0,0,0,0,0,3,1,109,0,0,1,2,0,4,16,0,0,1224,101,0,0,0,6,0,27,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0
40,40,1,0,0,0,0,0,1,0,0.2571428571428571,0,0,2,3,0,0,0,0,0,3,1,72,0,0,1,2,0,5,22,0,0,0,301,0,0,0,1,0,7,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,35,1,5,0,0,1,0,0,0
41,41,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,0,0,0,0,3,1,53,0,0,0,2,0,8,29,0,0,0,-1,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,42,1,1,1,0,0,0,0,0,-1.0,0,0,2,3,0,0,0,0,0,3,1,67,0,0,1,2,0,3,15,0,0,0,30,0,3,0,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,1,0,0,0,0,0,0,0
43,43,1,0,1,0,0,0,0,0,-1.0,0,0,2,7,0,0,0,0,0,3,1,99,0,0,1,2,0,5,16,0,0,0,226,0,7,0,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,2,3,6,11,4,0,0,0
44,44,1,0,1,0,0,1,0,0,0.1105527638190954,0,0,2,5,0,0,0,0,0,3,1,83,0,0,1,2,0,5,22,0,0,3225,97,0,0,0,1,0,5,0,5,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,199,1,0,0,0,8,0,1,0
45,45,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,3,1,49,0,0,0,1,0,4,12,0,0,0,-1,0,0,0,3,0,20,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,1,0,0,0,0,0,0,0,0.25,0,0,1,1,0,0,0,0,0,3,1,53,0,0,1,1,0,6,16,0,0,0,109,0,1,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,2,0,0,0,0
47,47,1,2,1,0,0,0,1,0,-1.0,0,0,3,1,0,0,0,0,0,3,1,41,0,0,1,2,0,5,16,0,0,9367,412,0,1,0,1,0,6,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,45,1,5,1,0,0,0,0,0
48,48,1,0,0,0,0,0,0,0,1.0,0,0,2,4,0,0,0,0,0,3,1,66,0,0,1,2,0,6,22,0,0,4182,80,0,1,0,2,0,14,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
49,49,1,0,0,0,0,0,0,0,0.6666666666666666,0,0,2,0,0,0,0,0,0,3,1,48,0,0,1,1,0,4,14,0,0,4098,13,0,0,0,2,0,16,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0
50,50,1,0,0,0,0,0,0,0,0.0,0,0,2,1,0,0,0,0,0,3,1,45,0,0,1,2,0,4,19,0,0,0,70,0,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,1,1,0,0,0,0,0,0,0.0,0,0,3,5,0,0,0,2,0,3,1,60,0,0,1,2,0,3,13,0,0,0,69,0,0,0,0,0,0,1,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,1,2,1,0,0,0,0,0,-1.0,0,0,6,3,0,0,0,0,0,2,1,106,0,0,0,2,0,1,10,0,0,0,79,0,0,0,4,0,29,4,3,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,277,1,0,0,0,1,0,0,0
53,53,1,0,0,1,0,0,0,0,-1.0,0,0,2,1,0,0,0,0,0,3,1,89,0,0,1,2,0,4,18,0,0,0,71,0,0,0,2,0,11,0,1,0,0,51,0,0,0,0,0,0,0,0,0,0,1,1,173,2,3,0,0,0,0,0,0
54,54,1,0,0,0,0,0,0,0,0.1696428571428571,0,0,2,0,0,0,0,0,0,3,1,37,0,0,1,2,0,2,13,0,0,0,331,0,0,0,2,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,112,1,1,0,0,0,0,0,0
55,55,1,0,0,0,0,0,0,0,0.08,0,0,2,0,0,0,0,0,0,3,1,38,0,0,1,2,0,5,19,0,0,0,141,0,0,0,1,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,3,2,2,0,0
56,56,1,0,0,0,0,0,0,0,0.1275510204081632,0,0,2,10,0,0,0,0,0,3,1,98,0,0,1,2,0,9,23,0,0,0,36,0,10,0,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,5,4,1,2,4,3,1,0
57,57,1,0,1,0,0,0,0,0,-1.0,0,0,2,1,0,0,0,0,0,3,1,89,0,0,1,2,1,9,26,0,0,0,33,0,0,0,2,0,19,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,1,0,0,0
58,58,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,3,1,29,0,0,0,1,0,5,17,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
59,59,1,0,0,0,0,0,0,0,0.0,0,0,1,3,1,0,0,0,0,3,1,68,0,0,1,1,0,4,15,0,0,0,68,0,3,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
60,60,1,0,0,0,0,0,0,0,-1.0,0,0,1,2,0,0,0,0,0,3,1,62,0,0,1,1,0,9,21,0,0,0,380,0,0,0,1,0,7,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,42,3,0,0,0,3,0,0,0
61,61,1,0,1,0,0,0,0,0,0.1555555555555555,0,0,3,1,1,0,0,0,2,5,2,112,0,0,1,3,0,6,24,0,0,0,139,0,0,0,1,0,5,0,1,0,0,20,0,0,0,0,0,0,0,49,0,1,1,1,45,5,0,0,0,0,0,2,0
62,62,1,0,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,3,1,36,0,0,1,1,0,7,17,0,0,0,78,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,63,1,0,0,0,0,0,0,0,0.1666666666666666,0,0,2,7,0,0,0,0,0,2,1,92,0,0,1,2,0,5,14,0,0,0,73,0,7,0,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,1,0,0,0,2,0,0,0
64,64,1,0,0,0,0,0,0,0,0.0,0,0,7,1,1,0,0,0,0,3,1,199,0,0,1,1,0,8,18,0,0,1840,34,1,0,0,5,0,33,1,0,0,0,9,4,1,0,3,0,0,0,129,1,4,0,0,0,0,0,0,0,0,0,0,1
65,65,1,0,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,3,1,27,0,0,1,1,0,2,10,0,0,0,30,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,1,0,0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,3,1,33,0,0,0,2,0,4,19,0,0,0,310,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,1,0,0,0,0,0,1,0,0.3781512605042016,0,0,2,3,0,0,0,0,0,3,1,60,0,0,1,2,0,3,13,0,0,0,127,0,3,0,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0,1,0,1,13,0,0,0
68,68,1,0,0,0,0,0,0,1,-1.0,0,0,2,0,0,0,0,0,0,3,1,59,0,0,1,2,0,2,12,0,0,0,391,0,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,1,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,2,1,27,0,0,1,1,0,4,9,0,0,3398,54,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,1,1,1,0,0,0,1,0,0.0,0,0,2,8,0,0,0,0,0,3,1,70,0,0,1,2,0,5,18,0,0,0,114,0,0,0,1,0,9,0,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,63,1,1,0,2,1,0,0,0
71,71,1,0,1,0,0,0,0,0,0.3529411764705882,0,0,3,0,0,0,0,0,0,3,1,51,0,0,1,2,0,4,15,0,0,0,59,1,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,1,0,1,0,0,0,0
72,72,1,0,0,0,0,0,0,0,0.1428571428571428,0,0,3,5,0,0,0,0,0,2,1,97,0,0,1,2,0,3,11,0,0,0,239,0,0,0,5,0,36,1,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,2,2,0,0,0
73,73,1,0,0,0,0,0,0,0,1.0,0,0,2,0,0,0,0,0,0,3,1,40,0,0,1,2,0,9,32,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1
74,74,1,0,0,0,0,0,1,0,0.0782608695652174,0,0,2,1,0,0,0,0,0,2,1,38,0,0,1,2,0,3,12,0,0,0,249,0,0,0,1,0,4,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,230,2,0,0,1,0,0,0,0
75,75,1,1,1,0,0,0,0,0,-1.0,0,0,3,0,0,0,0,0,0,2,1,75,0,0,1,2,0,2,10,0,0,0,376,0,0,0,2,0,18,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0
76,76,1,0,0,0,0,0,0,0,-1.0,0,0,2,0,1,0,0,0,0,2,1,45,0,0,1,2,0,5,15,0,0,0,298,0,0,0,1,0,3,0,0,0,0,6,0,0,0,0,0,0,0,11,0,1,0,1,37,0,1,1,1,1,0,0,0
77,77,1,0,0,0,0,0,0,0,-1.0,0,0,2,0,1,0,0,0,0,3,1,80,0,0,1,1,0,5,14,0,0,0,399,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,37,0,3,0,0,22,0,0,0,0,0,0,0,0
78,78,1,0,0,0,0,0,0,0,0.0,0,0,3,1,0,0,0,0,0,6,2,106,0,0,1,3,0,7,25,0,0,0,363,0,1,0,2,0,34,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,1,0,0,0,0,0,0,0,0.0595238095238095,0,0,2,0,1,0,0,0,0,2,1,52,0,0,1,2,0,2,9,0,0,0,284,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1,84,2,0,0,0,0,0,0,0
80,80,1,0,0,0,0,0,0,0,0.1333333333333333,0,0,2,6,0,0,0,0,0,2,1,67,0,0,1,2,0,3,13,0,0,0,37,0,0,0,1,0,7,0,6,0,0,38,0,0,0,0,0,0,0,0,0,0,1,1,60,1,0,0,0,0,0,0,0
81,81,1,0,0,0,0,1,1,0,0.0,0,0,2,9,0,0,0,0,0,2,1,93,0,0,1,2,0,5,17,0,0,0,337,0,2,0,2,0,22,0,7,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,69,0,1,0,1,0,0,0,0
82,82,1,0,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0,0,0,3,1,68,0,0,1,1,0,6,15,0,0,0,158,0,0,0,4,0,29,1,0,0,0,8,0,0,0,0,0,0,0,6,0,1,1,0,0,1,1,0,1,0,0,0,0
83,83,0,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,0,0,3,1,36,0,0,0,1,0,6,15,0,0,0,-1,0,0,0,1,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
84,84,1,0,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0,0,0,2,1,55,0,0,1,2,0,2,14,0,0,0,203,0,0,0,2,0,13,0,0,0,0,7,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,1,1,0,0,0,0
85,85,1,0,1,0,0,0,0,0,0.0,0,0,3,1,1,0,0,0,7,2,1,123,0,0,1,1,0,4,7,0,0,0,112,0,0,0,1,0,5,1,0,0,0,23,1,1,0,0,0,0,4,72,1,3,1,0,0,1,1,0,0,0,0,0,0
86,86,1,0,0,0,0,0,0,0,0.0,0,0,2,4,1,0,0,0,0,3,1,84,0,0,1,2,0,2,13,0,0,9313,139,0,0,0,2,0,13,0,4,0,0,36,0,0,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0
87,87,1,0,1,0,0,1,0,0,-1.0,0,0,2,9,0,0,0,0,0,3,1,104,0,0,1,2,0,4,13,0,0,0,181,0,9,0,3,0,74,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,177,3,1,0,2,1,1,1,0
88,88,1,0,1,0,0,0,0,0,-1.0,0,0,2,0,0,0,0,0,0,3,1,25,0,0,1,2,0,5,16,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0
89,89,1,0,0,0,0,0,0,0,0.0,0,0,3,3,1,0,0,0,0,3,1,413,0,0,1,2,1,9,31,0,0,0,45,0,0,0,3,0,12,1,0,0,0,6,0,2,0,0,0,0,0,354,0,1,1,0,1,0,0,0,0,0,0,0,1
90,90,1,0,0,0,0,0,1,0,0.0,0,0,2,3,0,0,0,0,0,3,1,49,0,0,1,1,0,3,10,0,0,0,249,0,0,0,0,0,0,1,3,0,0,30,0,0,0,0,0,0,0,0,0,0,1,1,69,1,0,0,2,3,2,0,0
91,91,1,0,0,0,0,0,0,0,0.0,0,0,3,1,1,0,0,0,0,3,1,61,0,0,1,2,0,6,19,0,0,0,48,0,0,0,1,0,9,0,0,0,0,0,1,1,0,0,0,0,0,23,1,2,0,0,31,2,0,2,0,0,0,1,0
92,92,1,0,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0,0,0,3,1,56,0,0,0,2,0,3,14,0,0,0,80,0,0,0,2,0,13,0,0,0,0,7,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
93,93,1,0,1,0,0,0,0,0,0.0,0,0,3,1,0,1,0,0,0,2,1,146,1,0,1,2,0,4,17,0,0,0,255,0,0,0,2,0,25,1,1,1,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,94,0,0,1,0,0,1,1,0,0.0,0,0,2,0,0,0,0,0,0,3,1,27,0,0,0,2,0,4,15,0,0,0,-1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
95,95,0,0,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0,0,0,3,1,73,0,0,0,1,0,8,21,0,0,0,-1,0,0,0,1,0,5,1,0,0,0,17,0,0,0,1,0,0,0,21,0,2,1,0,0,1,1,0,0,0,0,0,0
